,0
lhw_8,16.54197838736492
lhw_7,16.54197838736492
lhw_66,16.54197838736492
lhw_65,16.54197838736492
lhw_64,16.54197838736492
lhw_63,16.54197838736492
lhw_62,16.54197838736492
lhw_61,16.54197838736492
lhw_60,16.54197838736492
lhw_6,16.54197838736492
lhw_59,16.54197838736492
lhw_58,16.54197838736492
lhw_57,16.54197838736492
lhw_56,16.54197838736492
lhw_55,16.54197838736492
lhw_54,16.54197838736492
lhw_53,16.54197838736492
lhw_52,16.54197838736492
lhw_51,16.54197838736492
lhw_50,16.54197838736492
lhw_5,16.54197838736492
lhw_49,16.54197838736492
lhw_48,16.54197838736492
lhw_47,16.54197838736492
lhw_46,16.54197838736492
lhw_45,16.54197838736492
lhw_44,16.54197838736492
lhw_43,16.54197838736492
lhw_42,16.54197838736492
lhw_41,16.54197838736492
lhw_40,16.54197838736492
lhw_4,16.54197838736492
lhw_39,16.54197838736492
lhw_38,16.54197838736492
lhw_37,16.54197838736492
lhw_36,16.54197838736492
lhw_35,16.54197838736492
lhw_34,16.54197838736492
lhw_33,16.54197838736492
lhw_32,16.54197838736492
lhw_31,16.54197838736492
lhw_30,16.54197838736492
lhw_3,16.54197838736492
lhw_29,16.54197838736492
lhw_28,16.54197838736492
lhw_27,16.54197838736492
lhw_26,16.54197838736492
lhw_25,16.54197838736492
lhw_24,16.54197838736492
lhw_23,16.54197838736492
lhw_22,16.54197838736492
lhw_21,16.54197838736492
lhw_20,16.54197838736492
lhw_2,16.54197838736492
lhw_19,16.54197838736492
lhw_18,16.54197838736492
lhw_17,16.54197838736492
lhw_16,16.54197838736492
lhw_15,16.54197838736492
lhw_14,16.54197838736492
lhw_13,16.54197838736492
lhw_12,16.54197838736492
lhw_11,16.54197838736492
lhw_10,16.54197838736492
lhw_1,16.54197838736492
kids_noXtreat,24.93765586034913
kids_no,24.93765586034913
kids_boy_share,26.433915211970078
intervr_9,26.433915211970078
intervr_8,26.433915211970078
intervr_7,26.433915211970078
intervr_6,26.433915211970078
intervr_5,26.433915211970078
intervr_4,26.433915211970078
intervr_3,26.433915211970078
intervr_2,26.433915211970078
intervr_1,26.433915211970078
interviewer,26.433915211970078
injury_fear,26.433915211970078
infantdev_f,41.56275976724855
infantdev_6m_f,38.90274314214464
infantdev_6m,38.57024106400665
infantdev_1y_f,41.14713216957606
infantdev_1y,40.81463009143807
infantdev,38.48711554447215
incomeindex_f,58.68661679135495
incomeindex,6.899418121363259
income_mo,27.18204488778055
income_hh,37.1571072319202
impaired_2,26.433915211970078
impaired,26.433915211970078
ideal_no_kids,26.517040731504572
home_res,26.433915211970078
home_obs,0.0
home_mat,26.433915211970078
home_learn,26.433915211970078
home_f_inter,26.433915211970078
home_f_comp,26.433915211970078
home_env,26.433915211970078
home_enrich,26.433915211970078
home_emo,26.433915211970078
home,26.433915211970078
healthindex_f,27.34829592684954
healthindex,26.433915211970078
hamd_baselineXtreat,24.93765586034913
hamd_baseline,24.93765586034913
hamd_6m,32.00332502078138
hamd_1y,34.2477140482128
grandmothers_f,51.4546965918537
grandmothers,6.899418121363259
grandmother_baselineXtreat,24.93765586034913
grandmother_baseline,24.93765586034913
grandmother_6m,32.00332502078138
grandmother_1y,34.2477140482128
grandmother,26.433915211970078
grandmaXtreat,24.93765586034913
girlXtreat,11.803823773898586
girl,11.803823773898586
genhealth,26.433915211970078
gender_4sum,0.0
gaf_baseline,24.93765586034913
gaf_6m_2,32.00332502078138
gaf_1y_2,34.2477140482128
gad,26.433915211970078
g4a,27.514546965918534
fsiq,26.60016625103907
fridge,24.93765586034913
fri,26.517040731504572
flushtoilet,24.93765586034913
first_childXtreat,0.0
first_child,0.0
fertility_vars_f,52.36907730673317
fertility_vars,0.0
femshare,24.93765586034913
fatherfinancial_f,62.676641729010804
fatherfinancial,13.715710723192021
famstruct_baseline,24.93765586034913
expend_med,37.57273482959268
expend_food,42.394014962593516
expend_educ,37.82211138819618
expect_sch,26.766417290108063
exclusivebf_6m,38.65336658354115
enoughfoodmoney,24.93765586034913
enoughfood,26.517040731504572
empowered_6m,32.00332502078138
empowered,26.433915211970078
employed_mo_baselineXtreat,24.93765586034913
employed_mo_baseline,24.93765586034913
employed_mo,26.433915211970078
employed_fa_baseline,26.01828761429759
emoindex_f,26.433915211970078
emoindex,26.433915211970078
electricity,24.93765586034913
edu_parents,24.93765586034913
edu_mo_baselineXtreat,24.93765586034913
edu_mo_baseline,24.93765586034913
edu_mo,26.433915211970078
edu_lvl_mo_7y_4,26.433915211970078
edu_lvl_mo_7y_3,26.433915211970078
edu_lvl_mo_7y_2,26.433915211970078
edu_lvl_mo_7y_1,26.433915211970078
edu_lvl_mo_3Xtreat,24.93765586034913
edu_lvl_mo_3,24.93765586034913
edu_lvl_mo_2Xtreat,24.93765586034913
edu_lvl_mo_2,24.93765586034913
edu_lvl_mo_1Xtreat,24.93765586034913
edu_lvl_mo_1,24.93765586034913
edu_fa_baselineXtreat,24.93765586034913
edu_fa_baseline,24.93765586034913
edu_fa,0.0
dur_notdep,9.891936824605153
doi0Xtreat,34.82959268495428
doi0,34.82959268495428
discussed,40.89775561097257
diarhea_6m_flip,38.57024106400665
diarhea_1y_flip,40.81463009143807
depression_traj_f,51.4546965918537
depression_traj_all_f,51.4546965918537
depression_traj_all,6.899418121363259
depression_traj,6.899418121363259
depressed_6m,32.00332502078138
depressed_1y,34.2477140482128
depressed,26.433915211970078
depindex_7y_f,26.433915211970078
depindex_7y,26.433915211970078
depindex_6m_f,32.00332502078138
depindex_6m,32.00332502078138
depindex_1y_f,34.2477140482128
depindex_1y,34.2477140482128
depindex_0_f,24.93765586034913
depindex_0,24.93765586034913
dep_sample,16.54197838736492
depXtreat,16.54197838736492
days_healthy,48.37905236907731
control,51.3715710723192
cognindex_f,28.595178719866997
cognindex,26.433915211970078
classroom,27.34829592684954
class_size,27.34829592684954
childmort_f,26.766417290108063
childmort,26.433915211970078
childdeath,24.93765586034913
ch_36,29.343308395677475
ch_35,27.34829592684954
ch_34,27.34829592684954
ch_33,27.34829592684954
ch_32,27.34829592684954
ch_31,27.34829592684954
ch_30,27.34829592684954
ch_29,27.34829592684954
ch_28,27.34829592684954
ch_27,27.34829592684954
cartruck,24.93765586034913
c_wt_6m,38.57024106400665
c_wt_1y,40.81463009143807
c_wt,26.433915211970078
c_ht_6m,38.90274314214464
c_ht_1y,40.89775561097257
c_ht,26.433915211970078
c_first_child,26.433915211970078
c_age_int,26.517040731504572
brickwalls,24.93765586034913
bicycle,24.93765586034913
bestroof,24.93765586034913
bdq_baseline,24.93765586034913
bdq_6m,32.00332502078138
bdq_1y,34.2477140482128
basicneeds,26.433915211970078
attrit2,24.93765586034913
attrit,41.479634247714046
ari_6m_flip,38.57024106400665
ari_1y_flip,40.81463009143807
anylatrine,24.93765586034913
anybf_6m,38.65336658354115
aircon,24.93765586034913
age_sq,26.433915211970078
age_kid1,50.374064837905244
age_baseline_sqXtreat,24.93765586034913
age_baseline_sq,24.93765586034913
age_baselineXtreat,24.93765586034913
age_baseline,24.93765586034913
age,26.433915211970078
abortion,24.93765586034913
WAZ_6,38.57024106400665
WAZ_12,41.06400665004156
THP_sample,0.0
PPI_inconsistent,26.433915211970078
PPI_harsh4age,26.433915211970078
PPI_harsh,26.433915211970078
PPI,26.433915211970078
MILXtreat,24.93765586034913
MIL,24.93765586034913
HAZ_6,38.90274314214464
HAZ_12,41.14713216957606
Group,0.0
